"約定日時","取引区分","受渡日","約定番号","銘柄名","銘柄コード","限月","コールプット区分","権利行使価格","権利行使価格通貨","カバードワラント商品種別","売買区分","通貨","市場","口座","信用区分","約定数量","約定単価","コンバージョンレート","手数料","手数料消費税","建単価","新規手数料","新規手数料消費税","管理費","名義書換料","金利","貸株料","品貸料","前日分値洗","経過利子（円貨）","経過利子（外貨）","経過日数（外債）","所得税（外債）","地方税（外債）","金利・価格調整額（CFD）","配当金調整額（CFD）","売建単価（くりっく365）","買建単価（くりっく365）","円貨スワップ損益","外貨スワップ損益","約定金額（円貨）","約定金額（外貨）","決済金額（円貨）","決済金額（外貨）","実現損益","受渡金額（円貨）","備考"
"2021/12/03 03:47:07","CFD新規","2021/12/02","0742","マイクロソフト","","","","","","","買","","","","","4","330.22","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/12/04 01:36:49","CFD決済","2021/12/03","0743","ペイパル","","","","","","","買","","","","","15","181.27","113.220","0","0","184.99","0","0","","","","","","","","","","","","-49","0","","","","","","","6317","55.80","6268","6268",""
"2021/12/04 01:37:43","CFD決済","2021/12/03","0744","ウォルマート","","","","","","","買","","","","","20","137.56","113.220","0","0","138.07","0","0","","","","","","","","","","","","-48","0","","","","","","","1154","10.20","1106","1106",""
"2021/12/04 01:37:55","CFD決済","2021/12/03","0745","アフラック","","","","","","","買","","","","","20","54.94","113.220","0","0","54.99","0","0","","","","","","","","","","","","-19","0","","","","","","","113","1.00","94","94",""
"2021/12/04 01:37:58","CFD決済","2021/12/03","0746","インテル","","","","","","","買","","","","","20","49.74","113.220","0","0","49.8","0","0","","","","","","","","","","","","-16","0","","","","","","","135","1.20","119","119",""
"2021/12/04 01:38:11","CFD決済","2021/12/03","0747","Twitter","","","","","","","買","","","","","40","41.86","113.220","0","0","41.92","0","0","","","","","","","","","","","","-15","0","","","","","","","271","2.40","256","256",""
"2021/12/04 01:57:51","CFD振替入金（証券口座より）","2021/12/06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","300000",""
"2021/12/09 09:55:35","CFD新規","2021/12/09","0761","WTI原油","","","","","","","買","","","","","10","72.6","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/12/09 09:59:46","CFD新規","2021/12/09","0762","WTI原油","","","","","","","買","","","","","10","72.58","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/12/10 02:24:54","CFD新規","2021/12/09","0763","Alphabet（旧Google）","","","","","","","買","","","","","1","2976.65","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/12/10 03:04:35","CFD新規","2021/12/09","0764","WTI原油","","","","","","","売","","","","","1","71.42","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/12/10 03:05:23","CFD決済","2021/12/09","0765","WTI原油","","","","","","","買","","","","","1","71.45","113.440","0","0","71.42","0","0","","","","","","","","","","","","0","0","","","","","","","-34","-0.30","-34","-34",""
"2021/12/10 03:07:38","CFD新規","2021/12/09","0766","原油ブル2倍ETF","","","","","","","売","","","","","50","79.82","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/12/10 04:28:46","CFDロスカット","2021/12/09","0767","WTI原油","","","","","","","売","","","","","10","70.91","113.500","0","0","72.6","0","0","","","","","","","","","","","","0","0","","","","","","","-19181","-169.00","-19181","-19181",""
"2021/12/10 04:28:47","CFDロスカット","2021/12/09","0768","WTI原油","","","","","","","売","","","","","10","70.9","113.500","0","0","72.58","0","0","","","","","","","","","","","","0","0","","","","","","","-19068","-168.00","-19068","-19068",""
"2021/12/11 00:18:45","CFD決済","2021/12/10","0769","原油ブル2倍ETF","","","","","","","買","","","","","50","80.07","113.680","0","0","79.82","0","0","","","","","","","","","","","","-35","0","","","","","","","-1421","-12.50","-1456","-1456",""
"2021/12/16 22:33:03","CFD決済","2021/12/16","0781","米国NQ100","","","","","","","売","","","","","3","16369.4","114.160","0","0","15285.6","0","0","","","","","","","","","","","","-510","0","","","","","","","371179","3251.40","370669","370669",""
"2021/12/16 22:33:03","CFD決済","2021/12/16","0782","米国NQ100","","","","","","","売","","","","","1","16369.4","114.160","0","0","16331.4","0","0","","","","","","","","","","","","-170","0","","","","","","","4338","38.00","4168","4168",""
"2021/12/16 23:30:50","CFD新規","2021/12/16","0783","Alphabet（旧Google）","","","","","","","買","","","","","1","2942.61","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/12/16 23:31:24","CFD新規","2021/12/16","0784","マイクロソフト","","","","","","","買","","","","","60","335.6","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/12/17 23:38:53","CFDロスカット","2021/12/17","0785","中国ブル3倍ETF","","","","","","","売","","","","","50","8.01","113.230","0","0","10.78","0","0","","","","","","","","","","","","-106","0","","","","","","","-15682","-138.50","-15788","-15788",""
"2021/12/17 23:38:53","CFDロスカット","2021/12/17","0786","中国ブル3倍ETF","","","","","","","売","","","","","50","8.01","113.230","0","0","10.68","0","0","","","","","","","","","","","","-101","0","","","","","","","-15116","-133.50","-15217","-15217",""
"2021/12/17 23:38:53","CFDロスカット","2021/12/17","0787","中国ブル3倍ETF","","","","","","","売","","","","","150","8.01","113.230","0","0","11.88","0","0","","","","","","","","","","","","-432","0","","","","","","","-65730","-580.50","-66162","-66162",""
"2021/12/18 04:11:33","CFD新規","2021/12/17","0788","米国NQ100","","","","","","","買","","","","","1","15903.9","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/12/20 23:07:37","CFD振替入金（証券口座より）","2021/12/21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","200000",""
"2021/12/21 05:08:09","CFD新規","2021/12/20","0801","エクソン・モービル","","","","","","","売","","","","","50","58.77","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/12/21 23:31:21","CFD新規","2021/12/21","0802","新興国ブル3倍ETF","","","","","","","売","","","","","30","69.22","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/12/22 02:13:36","CFDロスカット","2021/12/21","0803","IBM","","","","","","","買","","","","","30","129.26","114.080","0","0","117.78","0","0","","","","","","","","","","","","-660","0","","","","","","","-39289","-344.40","-39949","-39949",""
"2021/12/23 00:44:52","CFD新規","2021/12/22","0804","マイクロソフト","","","","","","","買","","","","","10","330.8","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/12/23 00:48:24","CFD新規","2021/12/22","0805","中国ブル3倍ETF","","","","","","","売","","","","","150","8.2","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/12/23 01:04:49","CFD新規","2021/12/22","0806","Alphabet（旧Google）","","","","","","","買","","","","","1","2911.96","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/12/23 01:07:14","CFD新規","2021/12/22","0807","米国30ブル3倍ETF","","","","","","","売","","","","","10","79.98","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/12/23 01:35:24","CFD新規","2021/12/22","0808","グローバル（米国除く）不動産ETF","","","","","","","売","","","","","20","34.68","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/12/23 01:37:59","CFD決済","2021/12/22","0809","Visa","","","","","","","買","","","","","7","218.6","114.310","0","0","193.26","0","0","","","","","","","","","","","","-273","0","","","","","","","-20276","-177.38","-20549","-20549",""
"2021/12/23 12:36:51","CFD新規","2021/12/23","0810","上海A50","","","","","","","買","","","","","1","15755","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/12/23 23:48:28","CFD新規","2021/12/23","0811","新興国ブル3倍ETF","","","","","","","売","","","","","10","71.79","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/12/24 04:00:14","CFD新規","2021/12/23","0812","Twitter","","","","","","","売","","","","","10","44.24","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2022/01/03 20:04:58","CFD新規","2022/01/03","0821","金スポット","","","","","","","買","","","","","10","1826.9","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2022/01/03 23:43:24","CFD決済","2022/01/03","0822","米国NQ100","","","","","","","売","","","","","1","16449.3","115.070","0","0","15903.9","0","0","","","","","","","","","","","","0","0","","","","","","","62759","545.40","62759","62759",""
"2022/01/05 00:04:41","CFD新規","2022/01/04","0823","金スポット","","","","","","","買","","","","","10","1811.9","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2022/01/05 00:06:46","CFD新規","2022/01/04","0824","Twitter","","","","","","","売","","","","","50","41.64","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2022/01/05 00:08:09","CFD決済","2022/01/04","0825","金スポット","","","","","","","売","","","","","10","1807.9","116.300","0","0","1811.9","0","0","","","","","","","","","","","","0","0","","","","","","","-4652","-40.00","-4652","-4652",""
"2022/01/05 00:08:19","CFD新規","2022/01/04","0826","Alphabet（旧Google）","","","","","","","買","","","","","2","2915.32","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2022/01/07 02:47:31","CFD新規","2022/01/06","0827","IBM","","","","","","","売","","","","","10","134.98","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2022/01/11 01:05:34","CFD決済","2022/01/10","0841","Twitter","","","","","","","買","","","","","10","38.49","115.110","0","0","44.24","0","0","","","","","","","","","","","","-64","0","","","","","","","6618","57.50","6554","6554",""
"2022/01/11 01:05:34","CFD決済","2022/01/10","0842","Twitter","","","","","","","買","","","","","50","38.49","115.110","0","0","41.64","0","0","","","","","","","","","","","","-109","0","","","","","","","18129","157.50","18020","18020",""
"2022/01/11 01:48:46","CFD決済","2022/01/10","0843","金スポット","","","","","","","売","","","","","10","1793.8","115.110","0","0","1826.9","0","0","","","","","","","","","","","","-150","0","","","","","","","-38101","-331.00","-38251","-38251",""
"2022/01/11 02:20:20","CFD決済","2022/01/10","0844","グローバル（米国除く）不動産ETF","","","","","","","買","","","","","20","34.49","115.110","0","0","34.68","0","0","","","","","","","","","","","","-117","0","","","","","","","437","3.80","320","320",""
"2022/01/11 23:45:55","CFD新規","2022/01/11","0845","IBM","","","","","","","売","","","","","20","128.59","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2022/01/12 00:09:27","CFD決済","2022/01/11","0846","IBM","","","","","","","買","","","","","10","130.01","115.490","0","0","134.98","0","0","","","","","","","","","","","","-61","0","","","","","","","5739","49.70","5678","5678",""
"2022/01/12 00:09:27","CFD決済","2022/01/11","0847","IBM","","","","","","","買","","","","","20","130.01","115.490","0","0","128.59","0","0","","","","","","","","","","","","0","0","","","","","","","-3279","-28.40","-3279","-3279",""
"2022/01/13 04:05:36","CFD新規","2022/01/12","0848","NVIDIA","","","","","","","買","","","","","20","280.23","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2022/01/20 01:18:23","CFDロスカット","2022/01/19","0861","NVIDIA","","","","","","","売","","","","","20","252.17","114.330","0","0","280.23","0","0","","","","","","","","","","","","-359","0","","","","","","","-64161","-561.20","-64520","-64520",""
"2022/01/22 00:19:05","CFD決済","2022/01/21","0862","インドNIF","","","","","","","売","","","","","40","17533","113.750","0","0","17910.3","0","0","","","","","","","","","","","","-85600","0","","","","","","","-171671","-1509.20","-257271","-257271",""
"2022/01/22 00:19:19","CFD決済","2022/01/21","0863","エクソン・モービル","","","","","","","買","","","","","40","71.53","113.750","0","0","60.62","0","0","","","","","","","","","","","","-1181","0","","","","","","","-49640","-436.40","-50821","-50821",""
"2022/01/22 00:19:19","CFD決済","2022/01/21","0864","エクソン・モービル","","","","","","","買","","","","","10","71.53","113.750","0","0","60.6","0","0","","","","","","","","","","","","-281","0","","","","","","","-12432","-109.30","-12713","-12713",""
"2022/01/22 00:19:19","CFD決済","2022/01/21","0865","エクソン・モービル","","","","","","","買","","","","","50","71.53","113.750","0","0","58.77","0","0","","","","","","","","","","","","-960","0","","","","","","","-72572","-638.00","-73532","-73532",""
"2022/01/22 00:23:27","CFD決済","2022/01/21","0866","米国30ブル3倍ETF","","","","","","","買","","","","","10","72.15","113.750","0","0","79.98","0","0","","","","","","","","","","","","-216","-126","","","","","","","8906","78.30","8564","8564",""
"2022/01/28 00:05:29","CFD決済","2022/01/27","0867","新興国ブル3倍ETF","","","","","","","買","","","","","30","67.69","115.320","0","0","69.22","0","0","","","","","","","","","","","","-743","0","","","","","","","5293","45.90","4550","4550",""
"2022/01/28 00:05:29","CFD決済","2022/01/27","0868","新興国ブル3倍ETF","","","","","","","買","","","","","10","67.69","115.320","0","0","71.79","0","0","","","","","","","","","","","","-226","0","","","","","","","4728","41.00","4502","4502",""
"2022/01/28 10:54:51","CFDロスカット","2022/01/28","0869","上海A50","","","","","","","売","","","","","1","14981","115.450","0","0","15755","0","0","","","","","","","","","","","","-401","0","","","","","","","-8935","-77.40","-9336","-9336",""
"2022/01/28 16:00:59","CFDロスカット","2022/01/28","0870","上海A50","","","","","","","売","","","","","3","14624","115.480","0","0","15370","0","0","","","","","","","","","","","","-1203","0","","","","","","","-25844","-223.80","-27047","-27047",""
"2022/01/28 16:01:09","CFDロスカット","2022/01/28","0871","上海A50","","","","","","","売","","","","","3","14619","115.480","0","0","15364","0","0","","","","","","","","","","","","-1203","0","","","","","","","-25809","-223.50","-27012","-27012",""
"2022/01/29 01:29:55","CFD決済","2022/01/28","0872","中国ブル3倍ETF","","","","","","","買","","","","","150","7.81","115.180","0","0","8.2","0","0","","","","","","","","","","","","-404","0","","","","","","","6738","58.50","6334","6334",""
"2022/02/01 01:26:59","CFD新規","2022/01/31","0873","マイクロソフト","","","","","","","買","","","","","5","307.83","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2022/02/01 01:28:08","CFD新規","2022/01/31","0874","NVIDIA","","","","","","","買","","","","","5","238.16","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2022/02/01 03:18:23","CFD新規","2022/01/31","0875","Alphabet（旧Google）","","","","","","","買","","","","","1","2684.56","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2022/02/01 23:31:51","CFDロスカット","2022/02/01","0876","Visa","","","","","","","買","","","","","8","228.82","114.670","0","0","193.26","0","0","","","","","","","","","","","","-950","0","","","","","","","-32621","-284.48","-33571","-33571",""
"2022/02/02 23:38:24","CFD新規","2022/02/02","0877","マイクロソフト","","","","","","","買","","","","","40","312.36","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2022/02/04 00:34:40","CFD新規","2022/02/03","0878","NVIDIA","","","","","","","買","","","","","15","249.85","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2022/02/24 03:13:27","CFDロスカット","2022/02/23","0879","NVIDIA","","","","","","","売","","","","","15","228.33","115.030","0","0","249.85","0","0","","","","","","","","","","","","-704","0","","","","","","","-37131","-322.80","-37835","-37835",""
"2022/02/24 23:30:05","CFDロスカット","2022/02/24","0880","NVIDIA","","","","","","","売","","","","","5","209.54","114.790","0","0","238.16","0","0","","","","","","","","","","","","-273","0","","","","","","","-16426","-143.10","-16699","-16699",""
"2022/03/26 02:54:49","CFD新規","2022/03/25","0899","マイクロソフト","","","","","","","買","","","","","17","302.33","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2022/03/31 01:32:37","CFD新規","2022/03/30","0919","マイクロソフト","","","","","","","買","","","","","50","314.97","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2022/03/31 02:54:35","CFD新規","2022/03/30","0939","Alphabet（旧Google）","","","","","","","買","","","","","1","2846.92","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2022/03/31 02:57:40","CFD新規","2022/03/30","0940","Alphabet（旧Google）","","","","","","","買","","","","","2","2846.43","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2022/04/05 00:44:04","CFD新規","2022/04/04","0959","米国NQ100","","","","","","","買","","","","","1","15105","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2022/04/08 00:54:26","CFDロスカット","2022/04/07","0979","米国NQ100","","","","","","","売","","","","","1","14359","123.970","0","0","15105","0","0","","","","","","","","","","","","0","0","","","","","","","-92481","-746.00","-92481","-92481",""
"2022/04/11 22:30:03","CFDロスカット","2022/04/11","0999","マイクロソフト","","","","","","","売","","","","","20","291.3","125.560","0","0","340.74","0","0","","","","","","","","","","","","-8893","2571","","","","","","","-124153","-988.80","-130475","-130475",""
"2022/04/11 23:20:54","CFDロスカット","2022/04/11","1019","Alphabet（旧Google）","","","","","","","売","","","","","1","2604.68","125.560","0","0","2976.65","0","0","","","","","","","","","","","","-3311","0","","","","","","","-46704","-371.97","-50015","-50015",""
"2022/04/11 23:21:20","CFDロスカット","2022/04/11","1039","Alphabet（旧Google）","","","","","","","売","","","","","2","2604.41","125.560","0","0","2968.89","0","0","","","","","","","","","","","","-7988","0","","","","","","","-91528","-728.96","-99516","-99516",""
"2022/04/11 23:21:47","CFDロスカット","2022/04/11","1020","Alphabet（旧Google）","","","","","","","売","","","","","1","2603.25","125.560","0","0","2942.61","0","0","","","","","","","","","","","","-3117","0","","","","","","","-42610","-339.36","-45727","-45727",""
"2022/04/11 23:21:47","CFDロスカット","2022/04/11","1040","Alphabet（旧Google）","","","","","","","売","","","","","2","2603.25","125.560","0","0","2915.32","0","0","","","","","","","","","","","","-5215","0","","","","","","","-78367","-624.14","-83582","-83582",""
"2022/04/11 23:22:18","CFDロスカット","2022/04/11","1000","Alphabet（旧Google）","","","","","","","売","","","","","1","2603.14","125.560","0","0","2909.85","0","0","","","","","","","","","","","","-3718","0","","","","","","","-38510","-306.71","-42228","-42228",""
"2022/04/13 02:40:51","CFDロスカット","2022/04/12","1001","Alphabet（旧Google）","","","","","","","売","","","","","2","2566.11","125.230","0","0","2846.43","0","0","","","","","","","","","","","","-796","0","","","","","","","-70208","-560.64","-71004","-71004",""
"2022/04/13 03:19:28","CFDロスカット","2022/04/12","1002","マイクロソフト","","","","","","","売","","","","","5","281.68","125.230","0","0","336.51","0","0","","","","","","","","","","","","-2074","323","","","","","","","-34331","-274.15","-36082","-36082",""
"2022/04/13 03:29:04","CFDロスカット","2022/04/12","1041","マイクロソフト","","","","","","","売","","","","","40","280.91","125.230","0","0","312.36","0","0","","","","","","","","","","","","-8273","2580","","","","","","","-157539","-1258.00","-163232","-163232",""
"2022/04/22 01:16:53","CFD振替入金（証券口座より）","2022/04/22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","299670",""
"2022/04/22 01:17:18","CFD新規","2022/04/21","1059","マイクロソフト","","","","","","","買","","","","","10","286.66","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2022/04/22 01:17:43","CFD新規","2022/04/21","1079","マイクロソフト","","","","","","","買","","","","","6","286.72","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2022/04/23 00:44:58","CFDロスカット","2022/04/22","1080","Alphabet（旧Google）","","","","","","","売","","","","","1","2416.22","128.440","0","0","2911.96","0","0","","","","","","","","","","","","-3275","0","","","","","","","-63672","-495.74","-66947","-66947",""
"2022/04/23 00:51:17","CFDロスカット","2022/04/22","1060","Alphabet（旧Google）","","","","","","","売","","","","","1","2413.8","128.440","0","0","2846.92","0","0","","","","","","","","","","","","-686","0","","","","","","","-55629","-433.12","-56315","-56315",""
"2022/04/23 00:52:42","CFDロスカット","2022/04/22","1099","Alphabet（旧Google）","","","","","","","売","","","","","2","2412.08","128.440","0","0","2822.64","0","0","","","","","","","","","","","","-10387","0","","","","","","","-105464","-821.12","-115851","-115851",""
"2022/04/23 01:41:15","CFDロスカット","2022/04/22","1100","Alphabet（旧Google）","","","","","","","売","","","","","1","2407.71","128.780","0","0","2718.85","0","0","","","","","","","","","","","","-5397","0","","","","","","","-40068","-311.14","-45465","-45465",""
"2022/04/23 01:41:23","CFDロスカット","2022/04/22","1081","Alphabet（旧Google）","","","","","","","売","","","","","1","2406.41","128.780","0","0","2684.56","0","0","","","","","","","","","","","","-2213","0","","","","","","","-35820","-278.15","-38033","-38033",""
"2022/04/23 02:52:56","CFDロスカット","2022/04/22","1101","マイクロソフト","","","","","","","売","","","","","50","275.7","128.780","0","0","314.97","0","0","","","","","","","","","","","","-3831","0","","","","","","","-252859","-1963.50","-256690","-256690",""
"2022/04/26 02:47:21","CFD新規","2022/04/25","1119","Alphabet（旧Google）","","","","","","","買","","","","","4","2438.52","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2022/04/26 02:48:12","CFD新規","2022/04/25","1139","Alphabet（旧Google）","","","","","","","買","","","","","3","2437.83","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2022/05/09 23:38:31","CFDロスカット","2022/05/09","1159","マイクロソフト","","","","","","","売","","","","","10","264.5","130.730","0","0","338.09","0","0","","","","","","","","","","","","-4909","645","","","","","","","-96204","-735.90","-100468","-100468",""
"2022/05/09 23:39:13","CFDロスカット","2022/05/09","1160","マイクロソフト","","","","","","","売","","","","","10","264.39","130.730","0","0","336.53","0","0","","","","","","","","","","","","-4846","645","","","","","","","-94308","-721.40","-98509","-98509",""
"2022/05/09 23:39:13","CFDロスカット","2022/05/09","1161","マイクロソフト","","","","","","","売","","","","","20","264.39","130.730","0","0","336.03","0","0","","","","","","","","","","","","-10775","2571","","","","","","","-187309","-1432.80","-195513","-195513",""
"2022/05/09 23:39:13","CFDロスカット","2022/05/09","1179","マイクロソフト","","","","","","","売","","","","","10","264.39","130.730","0","0","336.57","0","0","","","","","","","","","","","","-4846","645","","","","","","","-94360","-721.80","-98561","-98561",""
"2022/05/09 23:39:14","CFDロスカット","2022/05/09","1199","マイクロソフト","","","","","","","売","","","","","60","264.35","130.730","0","0","335.6","0","0","","","","","","","","","","","","-26482","3870","","","","","","","-558870","-4275.00","-581482","-581482",""
"2022/05/10 04:32:06","CFDロスカット","2022/05/09","1162","マイクロソフト","","","","","","","売","","","","","10","264.07","130.310","0","0","330.8","0","0","","","","","","","","","","","","-4193","645","","","","","","","-86955","-667.30","-90503","-90503",""
"2022/05/10 04:32:11","CFDロスカット","2022/05/09","1163","マイクロソフト","","","","","","","売","","","","","4","263.92","130.310","0","0","330.22","0","0","","","","","","","","","","","","-1897","258","","","","","","","-34558","-265.20","-36197","-36197",""
"2022/05/10 04:43:15","CFDロスカット","2022/05/09","1164","マイクロソフト","","","","","","","売","","","","","17","263.83","130.310","0","0","302.33","0","0","","","","","","","","","","","","-2513","0","","","","","","","-85287","-654.50","-87800","-87800",""
"2022/05/12 02:00:28","CFDロスカット","2022/05/11","1200","マイクロソフト","","","","","","","売","","","","","15","262.61","130.200","0","0","308.76","0","0","","","","","","","","","","","","-9403","1929","","","","","","","-90130","-692.25","-97604","-97604",""
"2022/05/12 02:00:52","CFDロスカット","2022/05/11","1201","マイクロソフト","","","","","","","売","","","","","5","262.54","130.200","0","0","307.83","0","0","","","","","","","","","","","","-1506","323","","","","","","","-29483","-226.45","-30666","-30666",""
"2022/05/12 02:06:10","CFDロスカット","2022/05/11","1180","マイクロソフト","","","","","","","売","","","","","14","262.13","130.200","0","0","302.19","0","0","","","","","","","","","","","","-8967","1800","","","","","","","-73021","-560.84","-80188","-80188",""
"2022/05/12 02:47:41","CFDロスカット","2022/05/11","1219","マイクロソフト","","","","","","","売","","","","","16","261.2","130.200","0","0","287.76","0","0","","","","","","","","","","","","-10666","2058","","","","","","","-55329","-424.96","-63937","-63937",""
"2022/05/12 04:46:20","CFDロスカット","2022/05/11","1165","マイクロソフト","","","","","","","売","","","","","6","259.23","129.750","0","0","286.72","0","0","","","","","","","","","","","","-383","0","","","","","","","-21400","-164.94","-21783","-21783",""
"2022/05/12 04:46:25","CFDロスカット","2022/05/11","1166","マイクロソフト","","","","","","","売","","","","","10","259.18","129.750","0","0","286.66","0","0","","","","","","","","","","","","-645","0","","","","","","","-35655","-274.80","-36300","-36300",""
"2022/05/20 23:47:13","CFDロスカット","2022/05/20","1239","Alphabet（旧Google）","","","","","","","売","","","","","4","2194.22","127.780","0","0","2438.52","0","0","","","","","","","","","","","","-2779","0","","","","","","","-124866","-977.20","-127645","-127645",""
"2022/05/20 23:47:32","CFDロスカット","2022/05/20","1259","Alphabet（旧Google）","","","","","","","売","","","","","3","2193.58","127.780","0","0","2437.83","0","0","","","","","","","","","","","","-2082","0","","","","","","","-93630","-732.75","-95712","-95712",""
"2022/05/25 01:40:32","CFD新規","2022/05/24","1279","マイクロソフト","","","","","","","買","","","","","150","257.59","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2022/05/28 02:02:33","CFD新規","2022/05/27","1299","AMD","","","","","","","買","","","","","100","101.36","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2022/05/28 02:03:02","CFD新規","2022/05/27","1319","Alphabet（旧Google）","","","","","","","買","","","","","5","2239.94","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2022/05/31 23:20:06","CFD振替入金（証券口座より）","2022/06/01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","299670",""
"2022/05/31 23:29:02","CFD新規","2022/05/31","1339","マイクロソフト","","","","","","","買","","","","","30","271.08","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2022/06/03 22:41:35","CFD新規","2022/06/03","1359","マイクロソフト","","","","","","","買","","","","","50","271.44","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2022/06/07 04:23:18","CFD新規","2022/06/06","1379","NQ100ブル3倍ETF","","","","","","","売","","","","","75","32.2","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2022/06/07 04:23:46","CFD新規","2022/06/06","1380","新興国ブル3倍ETF","","","","","","","売","","","","","35","44.14","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2022/06/07 04:23:58","CFD新規","2022/06/06","1399","中国ブル3倍ETF","","","","","","","売","","","","","15","90.18","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2022/06/08 22:30:00","CFDロスカット","2022/06/08","1381","中国ブル3倍ETF","","","","","","","買","","","","","15","99.33","134.320","0","0","90.18","0","0","","","","","","","","","","","","-21","0","","","","","","","-18435","-137.25","-18456","-18456",""
"2022/06/09 04:02:30","CFD決済","2022/06/08","1419","Alphabet（旧Google）","","","","","","","売","","","","","5","2345.5","134.160","0","0","2239.94","0","0","","","","","","","","","","","","-1853","0","","","","","","","70809","527.80","68956","68956",""
