"約定日時","取引区分","受渡日","約定番号","銘柄名","銘柄コード","限月","コールプット区分","権利行使価格","権利行使価格通貨","カバードワラント商品種別","売買区分","通貨","市場","口座","信用区分","約定数量","約定単価","コンバージョンレート","手数料","手数料消費税","建単価","新規手数料","新規手数料消費税","管理費","名義書換料","金利","貸株料","品貸料","前日分値洗","経過利子（円貨）","経過利子（外貨）","経過日数（外債）","所得税（外債）","地方税（外債）","金利・価格調整額（CFD）","配当金調整額（CFD）","売建単価（くりっく365）","買建単価（くりっく365）","円貨スワップ損益","外貨スワップ損益","約定金額（円貨）","約定金額（外貨）","決済金額（円貨）","決済金額（外貨）","実現損益","受渡金額（円貨）","備考"
"2021/09/17 00:46:15","CFD決済","2021/09/16","0444","メキシコ株価指数ETF","","","","","","","売","","","","","20","50.31","109.680","0","0","50.58","0","0","","","","","","","","","","","","0","0","","","","","","","-592","-5.40","-592","-592",""
"2021/09/17 01:52:41","CFD新規","2021/09/16","0445","アリババ","","","","","","","売","","","","","20","155.28","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/09/17 01:52:59","CFD新規","2021/09/16","0446","Facebook","","","","","","","買","","","","","5","371.08","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/09/17 02:39:36","CFD決済","2021/09/16","0447","原油ブル2倍ETF","","","","","","","買","","","","","30","79.12","109.670","0","0","74.82","0","0","","","","","","","","","","","","-39","0","","","","","","","-14147","-129.00","-14186","-14186",""
"2021/09/17 02:41:44","CFD新規","2021/09/16","0448","中国ブル3倍ETF","","","","","","","売","","","","","150","10.86","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/09/17 03:06:07","CFD決済","2021/09/16","0449","金スポット","","","","","","","売","","","","","2","1756","109.670","0","0","1756.2","0","0","","","","","","","","","","","","0","0","","","","","","","-43","-0.40","-43","-43",""
"2021/09/17 03:06:12","CFD決済","2021/09/16","0450","金ブル2倍ETF","","","","","","","買","","","","","20","46.92","109.670","0","0","51.25","0","0","","","","","","","","","","","","-27","0","","","","","","","9497","86.60","9470","9470",""
"2021/09/17 23:40:53","CFD決済","2021/09/17","0451","米国30ブル3倍ETF","","","","","","","売","","","","","23","73.53","110.020","0","0","77.63","0","0","","","","","","","","","","","","-153","0","","","","","","","-10374","-94.30","-10527","-10527",""
"2021/09/17 23:40:53","CFD決済","2021/09/17","0452","米国30ブル3倍ETF","","","","","","","売","","","","","50","73.53","110.020","0","0","77.46","0","0","","","","","","","","","","","","-341","0","","","","","","","-21618","-196.50","-21959","-21959",""
"2021/09/17 23:40:53","CFD決済","2021/09/17","0453","米国30ブル3倍ETF","","","","","","","売","","","","","27","73.53","110.020","0","0","77.41","0","0","","","","","","","","","","","","-184","0","","","","","","","-11525","-104.76","-11709","-11709",""
"2021/09/18 00:52:40","CFD決済","2021/09/17","0454","米国NQ100","","","","","","","売","","","","","1","15297.3","110.020","0","0","15675.6","0","0","","","","","","","","","","","","813","0","","","","","","","-41620","-378.30","-40807","-40807",""
"2021/09/18 01:00:45","CFD新規","2021/09/17","0455","原油","","","","","","","買","","","","","13","71.42","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/09/18 01:02:36","CFD新規","2021/09/17","0456","原油ブル2倍ETF","","","","","","","売","","","","","10","76.69","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/09/18 01:09:09","CFD新規","2021/09/17","0457","メキシコ株価指数ETF","","","","","","","買","","","","","100","50.21","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/09/18 01:09:37","CFD新規","2021/09/17","0458","ブラジル株価指数ETF","","","","","","","売","","","","","200","33.2","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/09/18 01:19:40","CFD新規","2021/09/17","0459","インドNIF","","","","","","","買","","","","","3","17533.6","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/09/18 02:48:39","CFD決済","2021/09/17","0460","原油","","","","","","","売","","","","","13","71.56","109.940","0","0","71.42","0","0","","","","","","","","","","","","0","0","","","","","","","2000","18.20","2000","2000",""
"2021/09/18 02:48:45","CFD決済","2021/09/17","0461","原油ブル2倍ETF","","","","","","","買","","","","","10","77.55","109.940","0","0","76.69","0","0","","","","","","","","","","","","0","0","","","","","","","-945","-8.60","-945","-945",""
"2021/09/20 10:31:27","CFDロスカット","2021/09/20","0481","上海A50","","","","","","","売","","","","","8","14837","110.010","0","0","15591","0","0","","","","","","","","","","","","0","0","","","","","","","-66358","-603.20","-66358","-66358",""
"2021/09/21 00:59:50","CFDロスカット","2021/09/20","0482","米国30ブル3倍ETF","","","","","","","売","","","","","43","69.56","109.490","0","0","77.41","0","0","","","","","","","","","","","","-379","0","","","","","","","-36958","-337.55","-37337","-37337",""
"2021/09/21 01:50:52","CFD決済","2021/09/20","0483","マイクロソフト","","","","","","","売","","","","","10","292.67","109.460","0","0","302.34","0","0","","","","","","","","","","","","-681","0","","","","","","","-10584","-96.70","-11265","-11265",""
"2021/09/21 01:50:52","CFD決済","2021/09/20","0484","マイクロソフト","","","","","","","売","","","","","10","292.67","109.460","0","0","301.95","0","0","","","","","","","","","","","","-681","0","","","","","","","-10157","-92.80","-10838","-10838",""
"2021/09/21 01:50:52","CFD決済","2021/09/20","0485","マイクロソフト","","","","","","","売","","","","","20","292.67","109.460","0","0","303.49","0","0","","","","","","","","","","","","-1098","0","","","","","","","-23687","-216.40","-24785","-24785",""
"2021/09/21 01:50:52","CFD決済","2021/09/20","0486","マイクロソフト","","","","","","","売","","","","","60","292.67","109.460","0","0","301.92","0","0","","","","","","","","","","","","-2980","0","","","","","","","-60750","-555.00","-63730","-63730",""
"2021/09/21 01:51:09","CFD決済","2021/09/20","0487","米国30ブル3倍ETF","","","","","","","売","","","","","20","68.94","109.460","0","0","75.5","0","0","","","","","","","","","","","","-132","0","","","","","","","-14361","-131.20","-14493","-14493",""
"2021/09/21 01:51:09","CFD決済","2021/09/20","0488","米国30ブル3倍ETF","","","","","","","売","","","","","10","68.94","109.460","0","0","74.8","0","0","","","","","","","","","","","","-32","0","","","","","","","-6414","-58.60","-6446","-6446",""
"2021/09/21 01:51:09","CFD決済","2021/09/20","0489","米国30ブル3倍ETF","","","","","","","売","","","","","20","68.94","109.460","0","0","74.81","0","0","","","","","","","","","","","","-66","0","","","","","","","-12850","-117.40","-12916","-12916",""
"2021/09/21 01:51:09","CFD決済","2021/09/20","0490","米国30ブル3倍ETF","","","","","","","売","","","","","10","68.94","109.460","0","0","74.96","0","0","","","","","","","","","","","","-32","0","","","","","","","-6589","-60.20","-6621","-6621",""
"2021/09/21 01:51:55","CFD決済","2021/09/20","0491","新興国ブル3倍ETF","","","","","","","買","","","","","200","77.56","109.460","0","0","87.29","0","0","","","","","","","","","","","","-750","0","","","","","","","213009","1946.00","212259","212259",""
"2021/09/21 01:51:55","CFD決済","2021/09/20","0492","新興国ブル3倍ETF","","","","","","","買","","","","","100","77.56","109.460","0","0","84.83","0","0","","","","","","","","","","","","-297","0","","","","","","","79577","727.00","79280","79280",""
"2021/09/21 01:51:59","CFD決済","2021/09/20","0493","中国ブル3倍ETF","","","","","","","買","","","","","150","9.85","109.460","0","0","10.86","0","0","","","","","","","","","","","","-53","0","","","","","","","16583","151.50","16530","16530",""
"2021/09/21 01:52:09","CFD決済","2021/09/20","0494","ブラジル株価指数ETF","","","","","","","買","","","","","200","31.89","109.460","0","0","33.2","0","0","","","","","","","","","","","","-174","0","","","","","","","28678","262.00","28504","28504",""
"2021/09/21 01:53:16","CFD決済","2021/09/20","0495","南アフリカ株価指数ETF","","","","","","","買","","","","","200","45.1","109.460","0","0","47.43","0","0","","","","","","","","","","","","-820","0","","","","","","","51008","466.00","50188","50188",""
"2021/09/21 01:53:19","CFD決済","2021/09/20","0496","メキシコ株価指数ETF","","","","","","","売","","","","","100","48.72","109.460","0","0","50.21","0","0","","","","","","","","","","","","-135","0","","","","","","","-16309","-149.00","-16444","-16444",""
"2021/09/21 01:54:23","CFD決済","2021/09/20","0497","Alphabet（旧Google）","","","","","","","売","","","","","1","2750.61","109.460","0","0","2880.75","0","0","","","","","","","","","","","","-443","0","","","","","","","-14245","-130.14","-14688","-14688",""
"2021/09/21 01:58:41","CFD新規","2021/09/20","0498","新興国ブル3倍ETF","","","","","","","売","","","","","200","76.98","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/09/21 02:06:53","CFD新規","2021/09/20","0499","新興国ブル3倍ETF","","","","","","","売","","","","","100","76.33","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/09/21 02:12:42","CFD新規","2021/09/20","0500","新興国ブル3倍ETF","","","","","","","売","","","","","100","76.6","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/09/21 02:13:14","CFD決済","2021/09/20","0501","アリババ","","","","","","","買","","","","","20","150.35","109.460","0","0","155.28","0","0","","","","","","","","","","","","-111","0","","","","","","","10792","98.60","10681","10681",""
"2021/09/21 03:29:53","CFD決済","2021/09/20","0502","米国NQ100","","","","","","","売","","","","","1","14843.1","109.460","0","0","15492.4","0","0","","","","","","","","","","","","0","0","","","","","","","-71072","-649.30","-71072","-71072",""
"2021/09/21 03:30:01","CFD決済","2021/09/20","0503","マイクロソフト","","","","","","","売","","","","","70","290.95","109.460","0","0","301.92","0","0","","","","","","","","","","","","-3476","0","","","","","","","-84054","-767.90","-87530","-87530",""
"2021/09/21 03:30:01","CFD決済","2021/09/20","0504","マイクロソフト","","","","","","","売","","","","","5","290.95","109.460","0","0","299.34","0","0","","","","","","","","","","","","-160","0","","","","","","","-4591","-41.95","-4751","-4751",""
"2021/09/21 03:30:06","CFD決済","2021/09/20","0505","Alphabet（旧Google）","","","","","","","売","","","","","2","2734.88","109.460","0","0","2907.6","0","0","","","","","","","","","","","","-1101","0","","","","","","","-37811","-345.44","-38912","-38912",""
"2021/09/21 03:30:06","CFD決済","2021/09/20","0506","Alphabet（旧Google）","","","","","","","売","","","","","2","2734.88","109.460","0","0","2897.48","0","0","","","","","","","","","","","","-1048","0","","","","","","","-35596","-325.20","-36644","-36644",""
"2021/09/21 03:30:15","CFD決済","2021/09/20","0507","Facebook","","","","","","","売","","","","","5","350.17","109.460","0","0","371.08","0","0","","","","","","","","","","","","-67","0","","","","","","","-11444","-104.55","-11511","-11511",""
"2021/09/21 20:34:46","CFD新規","2021/09/21","0508","インドNIF","","","","","","","買","","","","","60","17541","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/09/21 20:48:04","CFD決済","2021/09/21","0509","インドNIF","","","","","","","売","","","","","3","17554.1","109.560","0","0","17533.6","0","0","","","","","","","","","","","","0","0","","","","","","","673","6.15","673","673",""
"2021/09/21 20:49:47","CFD決済","2021/09/21","0510","インドNIF","","","","","","","売","","","","","30","17549.7","109.560","0","0","17541","0","0","","","","","","","","","","","","0","0","","","","","","","2859","26.10","2859","2859",""
"2021/09/21 20:50:53","CFD決済","2021/09/21","0511","インドNIF","","","","","","","売","","","","","30","17549.5","109.560","0","0","17541","0","0","","","","","","","","","","","","0","0","","","","","","","2793","25.50","2793","2793",""
"2021/09/21 22:44:21","CFD決済","2021/09/21","0512","インドNIF","","","","","","","売","","","","","20","17511.8","109.280","0","0","17411.2","0","0","","","","","","","","","","","","0","0","","","","","","","21987","201.20","21987","21987",""
"2021/09/21 22:52:08","CFD新規","2021/09/21","0513","マイクロソフト","","","","","","","買","","","","","150","297.14","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/09/21 22:52:22","CFD新規","2021/09/21","0514","Alphabet（旧Google）","","","","","","","買","","","","","5","2797.08","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/09/21 22:53:59","CFD新規","2021/09/21","0515","米国VIブルETF","","","","","","","買","","","","","200","26.01","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/09/21 22:54:30","CFD新規","2021/09/21","0516","Facebook","","","","","","","買","","","","","50","358.66","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/09/21 22:56:19","CFD新規","2021/09/21","0517","米国NQ100","","","","","","","買","","","","","1","15108","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/09/21 23:09:20","CFD新規","2021/09/21","0518","ブラジル株価指数ETF","","","","","","","売","","","","","500","32.49","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/09/21 23:12:18","CFD新規","2021/09/21","0519","ブラジル株価指数ETF","","","","","","","売","","","","","1000","32.35","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/09/21 23:31:39","CFD決済","2021/09/21","0520","米国VIブルETF","","","","","","","売","","","","","200","26.85","109.280","0","0","26.01","0","0","","","","","","","","","","","","0","0","","","","","","","18359","168.00","18359","18359",""
"2021/09/21 23:31:43","CFD決済","2021/09/21","0521","Facebook","","","","","","","売","","","","","50","356.61","109.280","0","0","358.66","0","0","","","","","","","","","","","","0","0","","","","","","","-11201","-102.50","-11201","-11201",""
"2021/09/21 23:31:47","CFD決済","2021/09/21","0522","米国NQ100","","","","","","","売","","","","","1","15040.1","109.280","0","0","15108","0","0","","","","","","","","","","","","0","0","","","","","","","-7420","-67.90","-7420","-7420",""
"2021/09/22 22:30:58","CFD決済","2021/09/22","0523","新興国ブル3倍ETF","","","","","","","買","","","","","200","81.8","109.590","0","0","76.98","0","0","","","","","","","","","","","","-274","0","","","","","","","-105644","-964.00","-105918","-105918",""
"2021/09/22 22:30:58","CFD決済","2021/09/22","0524","新興国ブル3倍ETF","","","","","","","買","","","","","100","81.8","109.590","0","0","76.33","0","0","","","","","","","","","","","","-137","0","","","","","","","-59945","-547.00","-60082","-60082",""
"2021/09/22 22:30:58","CFD決済","2021/09/22","0525","新興国ブル3倍ETF","","","","","","","買","","","","","100","81.8","109.590","0","0","76.6","0","0","","","","","","","","","","","","-137","0","","","","","","","-56986","-520.00","-57123","-57123",""
"2021/09/22 22:31:02","CFD決済","2021/09/22","0526","ブラジル株価指数ETF","","","","","","","買","","","","","500","33.62","109.590","0","0","32.49","0","0","","","","","","","","","","","","-140","0","","","","","","","-61918","-565.00","-62058","-62058",""
"2021/09/22 22:31:02","CFD決済","2021/09/22","0527","ブラジル株価指数ETF","","","","","","","買","","","","","1000","33.62","109.590","0","0","32.35","0","0","","","","","","","","","","","","-280","0","","","","","","","-139179","-1270.00","-139459","-139459",""
"2021/09/22 22:31:06","CFD決済","2021/09/22","0528","Alphabet（旧Google）","","","","","","","売","","","","","5","2778.77","109.590","0","0","2797.08","0","0","","","","","","","","","","","","-127","0","","","","","","","-10032","-91.55","-10159","-10159",""
"2021/09/22 22:31:10","CFD決済","2021/09/22","0529","マイクロソフト","","","","","","","売","","","","","150","296.16","109.590","0","0","297.14","0","0","","","","","","","","","","","","-405","0","","","","","","","-16109","-147.00","-16514","-16514",""
"2021/09/24 15:13:00","CFD新規","2021/09/24","0530","インドNIF","","","","","","","買","","","","","50","17910.3","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/09/24 15:13:16","CFD新規","2021/09/24","0531","米国NQ100","","","","","","","買","","","","","5","15285.6","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/09/25 02:44:41","CFD新規","2021/09/24","0532","新興国ブル3倍ETF","","","","","","","売","","","","","20","81.48","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/09/25 02:47:45","CFD新規","2021/09/24","0533","原油ブル2倍ETF","","","","","","","売","","","","","20","81.68","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/09/27 10:05:10","CFD決済","2021/09/27","0541","米国NQ100","","","","","","","売","","","","","1","15366.8","110.740","0","0","15285.6","0","0","","","","","","","","","","","","0","0","","","","","","","8992","81.20","8992","8992",""
"2021/09/27 10:50:54","CFD決済","2021/09/27","0542","インドNIF","","","","","","","売","","","","","10","17948","110.740","0","0","17910.3","0","0","","","","","","","","","","","","0","0","","","","","","","4174","37.70","4174","4174",""
"2021/09/29 01:36:51","CFD振替入金（証券口座より）","2021/09/29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","250000",""
"2021/10/01 01:17:00","CFD決済","2021/09/30","0543","新興国ブル3倍ETF","","","","","","","買","","","","","20","79.07","111.500","0","0","81.48","0","0","","","","","","","","","","","","-84","0","","","","","","","5374","48.20","5290","5290",""
"2021/10/01 01:17:41","CFD新規","2021/09/30","0544","米国VI","","","","","","","買","","","","","18","23.23","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/10/01 01:29:59","CFD決済","2021/09/30","0545","米国VI","","","","","","","売","","","","","18","23.29","111.500","0","0","23.23","0","0","","","","","","","","","","","","0","0","","","","","","","1204","10.80","1204","1204",""
"2021/10/05 23:45:42","CFD振替入金（証券口座より）","2021/10/06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1200000",""
"2021/10/05 23:47:50","CFD新規","2021/10/05","0561","マイクロソフト","","","","","","","買","","","","","16","287.76","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/10/05 23:47:57","CFD新規","2021/10/05","0562","Alphabet（旧Google）","","","","","","","買","","","","","1","2718.85","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/10/06 04:02:14","CFD新規","2021/10/05","0563","原油ベア2倍ETF","","","","","","","売","","","","","50","13.54","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/10/06 04:03:39","CFD新規","2021/10/05","0564","WTI原油","","","","","","","買","","","","","2","79.09","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/10/06 23:44:00","CFDロスカット","2021/10/06","0565","WTI原油","","","","","","","売","","","","","2","77.21","111.340","0","0","79.09","0","0","","","","","","","","","","","","0","0","","","","","","","-4186","-37.60","-4186","-4186",""
"2021/10/15 03:40:15","CFD新規","2021/10/14","0581","マイクロソフト","","","","","","","買","","","","","14","302.19","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/10/15 03:41:18","CFD新規","2021/10/14","0582","Alphabet（旧Google）","","","","","","","買","","","","","2","2822.64","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/10/20 04:18:55","CFD新規","2021/10/19","0601","マイクロソフト","","","","","","","買","","","","","15","308.76","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/10/22 01:37:05","CFD決済","2021/10/21","0602","原油ベア2倍ETF","","","","","","","買","","","","","50","13.11","113.740","0","0","13.54","0","0","","","","","","","","","","","","-90","0","","","","","","","2445","21.50","2355","2355",""
"2021/10/29 02:55:18","CFD新規","2021/10/28","0621","新興国ブル3倍ETF","","","","","","","売","","","","","60","84.29","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/10/29 03:33:52","CFD新規","2021/10/28","0622","原油ブル2倍ETF","","","","","","","売","","","","","15","96.22","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/11/04 23:35:04","CFD新規","2021/11/04","0641","新興国ブル3倍ETF","","","","","","","売","","","","","40","82.21","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/11/09 03:49:57","CFD新規","2021/11/08","0661","アドビ・システムズ","","","","","","","買","","","","","10","667.33","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/11/16 05:06:38","CFD新規","2021/11/15","0681","マイクロソフト","","","","","","","買","","","","","20","336.03","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/11/16 05:07:10","CFD決済","2021/11/15","0682","米国NQ100","","","","","","","売","","","","","1","16172.9","114.060","0","0","15285.6","0","0","","","","","","","","","","","","0","0","","","","","","","101205","887.30","101205","101205",""
"2021/11/16 05:07:49","CFD新規","2021/11/15","0683","Alphabet（旧Google）","","","","","","","買","","","","","2","2968.89","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/11/16 05:32:18","CFD新規","2021/11/15","0684","中国ブル3倍ETF","","","","","","","買","","","","","150","11.88","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/11/16 05:35:24","CFD新規","2021/11/15","0685","新興国ブル3倍ETF","","","","","","","売","","","","","50","85.49","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/11/17 03:00:31","CFD新規","2021/11/16","0686","マイクロソフト","","","","","","","買","","","","","20","340.74","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/11/23 01:29:46","CFD新規","2021/11/22","0701","新興国ブル3倍ETF","","","","","","","売","","","","","20","79.83","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/11/23 01:30:47","CFD新規","2021/11/22","0702","中国ブル3倍ETF","","","","","","","買","","","","","50","10.78","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/11/24 01:50:42","CFD新規","2021/11/23","0703","中国ブル3倍ETF","","","","","","","買","","","","","50","10.68","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/11/25 02:26:54","CFD新規","2021/11/24","0704","Alphabet（旧Google）","","","","","","","買","","","","","1","2909.85","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/11/25 02:27:16","CFD新規","2021/11/24","0705","マイクロソフト","","","","","","","買","","","","","5","336.51","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/11/25 02:27:35","CFD新規","2021/11/24","0706","アドビ・システムズ","","","","","","","買","","","","","1","660.33","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/11/27 00:10:55","CFD決済","2021/11/26","0707","アドビ・システムズ","","","","","","","売","","","","","10","676.96","114.020","0","0","667.33","0","0","","","","","","","","","","","","-1147","0","","","","","","","10980","96.30","9833","9833",""
"2021/11/27 00:10:55","CFD決済","2021/11/26","0708","アドビ・システムズ","","","","","","","売","","","","","1","676.96","114.020","0","0","660.33","0","0","","","","","","","","","","","","-12","0","","","","","","","1896","16.63","1884","1884",""
"2021/11/27 00:42:22","CFD振替入金（証券口座より）","2021/11/29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","200000",""
"2021/11/30 02:42:58","CFD決済","2021/11/29","0721","新興国ブル3倍ETF","","","","","","","買","","","","","60","71.82","113.620","0","0","84.29","0","0","","","","","","","","","","","","-1411","0","","","","","","","85010","748.20","83599","83599",""
"2021/11/30 02:42:58","CFD決済","2021/11/29","0722","新興国ブル3倍ETF","","","","","","","買","","","","","40","71.82","113.620","0","0","82.21","0","0","","","","","","","","","","","","-727","0","","","","","","","47220","415.60","46493","46493",""
"2021/11/30 02:42:58","CFD決済","2021/11/29","0723","新興国ブル3倍ETF","","","","","","","買","","","","","50","71.82","113.620","0","0","85.49","0","0","","","","","","","","","","","","-504","0","","","","","","","77659","683.50","77155","77155",""
"2021/11/30 02:42:58","CFD決済","2021/11/29","0724","新興国ブル3倍ETF","","","","","","","買","","","","","20","71.82","113.620","0","0","79.83","0","0","","","","","","","","","","","","-94","0","","","","","","","18201","160.20","18107","18107",""
"2021/11/30 02:43:37","CFD決済","2021/11/29","0725","原油ブル2倍ETF","","","","","","","買","","","","","20","78.15","113.620","0","0","81.68","0","0","","","","","","","","","","","","-1087","0","","","","","","","8021","70.60","6934","6934",""
"2021/11/30 02:43:37","CFD決済","2021/11/29","0726","原油ブル2倍ETF","","","","","","","買","","","","","15","78.15","113.620","0","0","96.22","0","0","","","","","","","","","","","","-393","0","","","","","","","30796","271.05","30403","30403",""
"2021/11/30 02:55:18","CFD新規","2021/11/29","0727","マイクロソフト","","","","","","","買","","","","","10","338.09","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/11/30 11:35:09","CFD新規","2021/11/30","0728","上海A50","","","","","","","買","","","","","3","15364","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/11/30 11:36:40","CFD新規","2021/11/30","0729","上海A50","","","","","","","買","","","","","3","15370","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/12/02 02:46:26","CFD新規","2021/12/01","0730","Visa","","","","","","","売","","","","","15","193.26","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/12/02 02:47:03","CFD新規","2021/12/01","0731","ペイパル","","","","","","","売","","","","","15","184.99","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/12/02 02:48:34","CFD新規","2021/12/01","0732","IBM","","","","","","","売","","","","","30","117.78","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/12/02 02:49:01","CFD新規","2021/12/01","0733","米国NQ100","","","","","","","買","","","","","1","16331.4","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/12/02 02:59:24","CFD新規","2021/12/01","0734","インテル","","","","","","","売","","","","","20","49.8","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/12/02 03:00:17","CFD新規","2021/12/01","0735","アフラック","","","","","","","売","","","","","20","54.99","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/12/02 03:07:52","CFD新規","2021/12/01","0736","エクソン・モービル","","","","","","","売","","","","","40","60.62","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/12/02 03:09:04","CFD新規","2021/12/01","0737","エクソン・モービル","","","","","","","売","","","","","10","60.6","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/12/02 03:09:20","CFD新規","2021/12/01","0738","マイクロソフト","","","","","","","買","","","","","10","336.53","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/12/02 03:27:21","CFD新規","2021/12/01","0739","ウォルマート","","","","","","","売","","","","","20","138.07","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/12/02 03:27:47","CFD新規","2021/12/01","0740","マイクロソフト","","","","","","","買","","","","","10","336.57","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2021/12/03 03:46:15","CFD新規","2021/12/02","0741","Twitter","","","","","","","売","","","","","40","41.92","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
